Field1,Time,Content,Rating
"Richard of Broadview Heights, OH","Original review: Nov. 24, 2020",Ikea has a great selection for a great price. You need to be handy at putting the furniture together and many times the directions are a little hard to figure out. You will also need a good size car to pick up the items and transport them. Our wait for the items in the warehouse was pretty long.,4.0
"Craig of Madison, WI","Original review: Nov. 23, 2020",Trying to call in to get information one is told that wait times to speak with a service representative is longer than normal and so one should go to the website instead. How is it possible that wait times are longer than normal when no option in the phone tree leads actually leads to one speaking to a service representative and there is no option to wait? Why not just say that they are too cheap to actually provide phone support and that one should go elsewhere in the future instead?,1.0
"Hayley of Warley, Other","Original review: Nov. 23, 2020","I ordered a PAX wardrobe and a sofa, with 3.5 weeks notice, for the day after I moved into a new property. The ordered did not arrive. After being on hold for over 2 hours, they have given me another date, 1.5 weeks away - meaning I will be sitting on the floor and have no wardrobe in which to unpack!!! All Ikea staff can do is apologise, they wont help by sorting out a quicker delivery. I tried to ask to send a van to collect, as the items come from 'distribution', they wont allow it.",1.0
"Ray of Denton, TX","Original review: Nov. 23, 2020","The store was filthy. However, they were very busy and maybe I caught them on a bad day. Help is friendly but hard to find. I had to go to CS for a refund. That sucked. The LED bulbs I purchased didn't last but a few months. Not a bad place, just not for me.",3.0
"Gore of Rancho Mirage, CA","Original review: Nov. 23, 2020",It is good to be able to walk around without anyone bothering you to sell you something. It has lots of good stuff and the prices are very good although you need to do the work. The issue is sometimes finding someone to help since there are not that many people working at the store.,4.0
"Chirantan of Pune, Other","Original review: Nov. 22, 2020","Hi World of Buyer, I bought a tabletop and the same delivered to me as on 6th Nov. However, the product was damaged manufacturing defect and I registered a complaint as on 8th Nov 2020 and followed up 9 times by calling customer care till 22nd. Every time representative from Ikea confirmed that complaint is registered and it will be addressed and you will get confirmation call by tomorrow. I never received any confirmation call till 22nd and I was truly surprised when I told my complaint not registered till 22nd. I don't know how this big company's treating their customers and playing with their money. Very pathetic so be cautious when you buy products from Ikea specifically large products.",1.0
"Rafael of Atlanta, GA","Original review: Nov. 22, 2020",I have some issues with IKEA. Their bed size is NOT American-type bed size. They came from Sweden. So it won't fit our frames or existing boxspring. So were the bedsheet! Very challenging. Chairs and drawers are nice and good deals.,3.0
"Theresa of Waterford, MI","Original review: Nov. 22, 2020",The Canton store is well organized and clean. I can always find someone to help me when I need it and the quality is well worth the price. I purchased a cube shelving unit to fit inside a double wide closet and it fit perfect in my craft room.,5.0
"Marisol of Hollywood, FL","Original review: Nov. 21, 2020","I wanted to leave a comment about my experience at IKEA. I went in a second time to return a broken dresser. Then decided to go to “as is” to find something else I’d like since everything I buy online was broken. I found the dresser I wanted and as I walked to register to pay, a woman walks up to the dresser. I told her “miss I’m purchasing that dresser.” She disregarded me and began to put it on her cart. She knew I was in line to purchase it. I got out of line, and headed to stand in the way of her cart. I told her “why would you do that if you knew I was paying for it."" It that scene the managers rushed over. They told me if she was the one snatching it that it was hers. I told them... “that doesn’t make it right."" She knew I was in line to pay for item. It was too big for me to carry on my own. I told them, ""Look at the cameras."" They ignored me. ",1.0
"Original of Dallas, TX","Original review: Nov. 21, 2020","Loved this place. Very inviting, lots of items we were able to easily find, felt fun to just walk around and get ideas. We even bought a few items for our kitchen and bathroom. I wish they had more locations closer to where we live.",4.0
